"thuoc giam dau, ha sot",Panadol Extra giảm đau hạ sốt (15 vỉ x 12 viên),"Mỗi viên nén Panadol Extra chứa:

Hoạt chất: Paracetamol 500mg, Caffeine 65mg.

Tá dược: Pregelatinised starch, Maize starch, Povidone, Potassium Sorbate,Talc, Stearic acid, Croscarmellose sodium.","Panadol Extra chứa paracetamol là một chất hạ sốt, giảm đau và caffeine là một chất tăng cường tác dụng giảm đau của paracetamol. Panadol Extra có hiệu quả trong:

Điều trị đau nhẹ đến vừa và hạ sốt bao gồm:

- Đau đầu.

- Đau nửa đầu.

- Đau cơ.

- Đau bụng kinh.

- Đau họng.

- Đau cơ xương.

- Sốt và đau sau khi tiêm vacxin.

- Đau sau khi nhổ răng hoặc sau các thủ thuật nha khoa.

- Đau răng.

- Đau do viêm xương khớp.","Người lớn (kể cả người cao tuổi) và trẻ em từ 12 tuổi trở lên. Chỉ dùng đường uống.

Nên dùng 500mg paracetamol/ 65mg caffeine đến 1000mg paracetamol/ 130mg caffeine (1 hoặc 2 viên) mỗi 4 đến 6 giờ nếu cần.

Liều tối đa hàng ngày: 4000mg/520mg (paracetamol/ caffeine).

Thời gian tối thiểu dùng liều lặp lại: 4 giờ.

Không dùng các thuốc khác có chứa paracetamol.

Không dùng quá liều chỉ định.

Trẻ em dưới 12 tuổi: không khuyến nghị dùng thuốc này cho trẻ em dưới 12 tuổi."
,"Glotadol 650 hạ sốt, giảm đau từ nhẹ đến vừa chai 200 viên","Hoạt chất: Paracetamol 650mg.

Tá dược: Tinh bột ngô, povidone K30, natri starch glycolat A, natri lauryl sulfat, magnesi stearat, hypromellose 2910, macrogol 400, propylen glycol, talc, titan dioxyd.","Hạ sốt.

Làm giảm các cơn đau từ nhẹ đến vừa như đau đầu và đau cơ thông thường, đau nhức do cảm cúm hay cảm lạnh, đau lưng, đau răng, đau do viêm khớp nhẹ và đau do hành kinh.","Người lớn và trẻ em trên 12 tuổi: uống 1 viên/lần, khoảng cách giữa các lần uống thuốc từ 4 - 6 giờ, không quá 6 viên/ngày.

Trẻ em từ 6 đến 12 tuổi: uống ½ viên/lần, khoảng cách giữa các lần uống thuốc từ 4 - 6 giờ, không quá 3 viên/ngày.
"
,"Viên sủi Efferalgan 500mg giúp giảm đau, hạ sốt (4 vỉ x 4 viên)","Paracetamol 500mg.

Tá dược: Acid citric khan, Natri carbonat khan, Natri hydrogen carbonat, Sorbitol, Natri saccharin, Natri docusat, Povidon, Natri benzoat vừa đủ cho một viên nén sủi bọt.","Thuốc dùng điều trị các chứng đau và/hoặc sốt như đau đầu, tình trạng như cúm, đau răng, nhức mỏi cơ, đau bụng kinh.","Dùng đường uống.

Hòa tan hoàn toàn viên thuốc trong một ly nước lớn và uống.

Nếu trẻ sốt trên 38,5°C, hãy làm những bước sau đây để tăng hiệu quả của thuốc điều trị:

- Cởi bỏ bớt quần áo của trẻ.

- Cho trẻ uống thêm chất lỏng.

- Không để trẻ ở nơi quá nóng.

- Nếu cần, tắm cho trẻ bằng nước ấm, có nhiệt độ thấp hơn 2°C so với thân nhiệt của trẻ.

Thời gian điều trị

Thời gian điều trị được giới hạn:

- Đến 5 ngày trong các trường hợp đau.

- Đến 3 ngày trong các trường hợp sốt.

Nếu cơn đau kéo dài hơn 5 ngày hoặc sốt kéo dài hơn 3 ngày và nếu tình trạng này xảy ra nghiêm trọng hơn hoặc có bất kỳ triệu chứng khác, không được tiếp tục sử dụng thuốc mà không có sự đồng ý của bác sĩ hoặc dược sĩ của bạn."
,"Paralmax 500mg giảm đau, hạ sốt từ nhẹ đến vừa (10 vỉ x 12 viên)","Hoạt chất: Paracetamol 500mg.

Tá dược: pregelatinized starch, natri croscarmellose, silicon dioxid, povidon K30, magnesi stearat, HPMC, PEG.","Dùng điều trị triệu chứng đau từ nhẹ đến vừa như: đau đầu, đau răng, đau bụng kinh, đau do thấp khớp, nhức mỏi cơ, cảm cúm.

- Hạ sốt trong các chứng sốt do cảm cúm hoặc do các chứng nhiễm trùng đường hô hấp.","PARALMAX được dùng bằng đường uống, không cần chú ý đến bữa ăn.

- Người lớn và trẻ em trên 12 tuổi: 1-2 viên/lần, 4-6 giờ một lần, tối đa 8 viên/ngày.

- Trẻ em 6-12 tuổi: 1/2 -1 viên/lần, 4-6 giờ một lần, tối đa 4 viên/ngày.

- Trẻ em dưới 6 tuổi: dùng dạng bào chế khác thích hợp."
,"Panadol Cảm Cúm giảm các triệu chứng sốt, đau, sung huyết mũi (15 vỉ x 12 viên)","Mỗi viên Panadol Cảm Cúm chứa:

Hoạt chất: Paracetamol 500mg, Caffeine 25mg, Phenylephrine hydrochloride 5mg.

Tá dược: Starch maize, Pre-gelatinised starch, Povidone, Eurocol Sunset yellow, Sodium lauryl sulfate, Potassium sorbate, Stearic acid, Talc, Microcrystalline cellulose, Hydroxypropyl methylcellulose, Polyethylene glycol, Titanium Dioxide, Quinoline yellow lake (El 04), Sunset yellow aluminium lake (E110).","Panadol Cảm cúm làm giảm các triệu chứng của cảm cúm như sốt, đau và xung huyết mũi.
","Chỉ dùng đường uống.

Không dùng quá liều chỉ định.

Nên sử dụng liều thấp nhất cần thiết để có hiệu quả điều trị.

Người lớn (kể cả người cao tuổi) và trẻ em từ 12 tuổi trở lên:

Nên dùng 1 hoặc 2 viên (500mg Paracetamol/25mg caffeine/5mg phenylephrine hydrochloride đến 1000mg paracetamol/50mg caffeine/10mg phenylephrine hydrochloride) mỗi lần, có thể dùng tới 4 lần/ngày.

Liều tối đa hàng ngày: 8 viên (4000mg paracetamol/200mg caffeine/40mg phenylephrine hydrochloride) trong 24 giờ.

Khoáng cách liều tối thiểu: 4 giờ.

Thời gian tối đa dùng thuốc không có tư vấn của bác sỹ: 7 ngày.

Trẻ em dưới 12 tuổi:

Không khuyến nghị dùng thuốc này cho trẻ em dưới 12 tuổi."
,Paracetamol Tab. 500mg Stella trị các triệu chứng đau từ nhẹ đến vừa (10 vỉ x 10 viên),"Thành phần hoạt chất: Paracetamol 500 mg

Thành phần tá dược: Microcrystallin cellulose, tinh bột natri glycolat, povidon K90, magnesi stearat.","Dùng trong các cơn đau từ nhẹ đến vừa và sốt, đặc biệt đối với những bệnh nhân bị chống chỉ định hay không dung nạp salicylat. Thuốc có tác động tốt trên những cơn đau nhẹ không thuộc nguồn gốc nội tạng.",Partamol Tab. 500mg được dùng bằng đường uống.
,"Bột sủi Hapacol 250 giảm đau, hạ sốt (24 gói x 1.5g)","Hoạt chất: Paracetamol 250mg.

Tá dược: Acid citric khan, manitol, đường trắng, aspartam, natri hydrocarbonat, PVP K30, màu sunset yellow, bột hương cam vừa đủ 1 gói","Hạ sốt, giảm đau cho trẻ trong các trường hợp: cảm, cúm, sốt xuất huyết, nhiễm khuẩn, nhiễm siêu vi, mọc răng, sau khi tiêm chủng, sau phẫu thuật,…","Hòa tan thuốc vào lượng nước (thích hợp cho bé) đến khi sủi hết bọt.

Cách mỗi 6 giờ uống một lần, không quá 5 lần/ngày.

Liều uống: trung bình từ 10 -15mg/kg thể trọng/lần.

Tổng liều tối đa không quá 60mg/kg thể trọng/24 giờ.

Hoặc theo phân liều sau:

Trẻ em từ 4 đến 6 tuổi: uống 1 gói/lần.

Hoặc theo chỉ dẫn của Thầy thuốc."
,"Glotadol Power giảm các cơn đau nặng, hạ sốt (10 vỉ x 10 viên)","Mỗi viên nén bao phim Glotadol Power chứa:

Hoạt chất: Paracetamol 650 mg, Cafein 65 mg

Tá dược: Natri starch glycolat A, tinh bột ngô, natri lauryl sulfat, povidon K30, silic dioxyd, talc, magnesi stearat, hypromellose 2910, macrogol 400, propylen glycol, titan dioxyd.","Thuốc được dùng giảm các cơn đau nặng như đau đầu, đau nửa đầu, đau nhức do cảm lạnh và cảm cúm, đau họng, đau lưng, đau bụng kinh, đau răng, đau do nhổ răng và đau sau khi tiêm vaccin, đau dây thần kinh, đau do viêm khớp, viêm xoang, đau cơ xương.

Thuốc còn dùng để hạ sốt nhanh chóng và hiệu quả.","Người lớn và trẻ em từ 12 tuổi trở lên: uống 1 viên/lần, khoảng cách giữa các lần uống thuốc từ 4 - 6 giờ, không dùng quá 6 viên trong vòng 24 giờ.

Nên uống trong bữa ăn hoặc sau bữa ăn."
,"Bột sủi Hapacol 150 giảm đau, hạ sốt (24 gói x 1.5g)","Hoạt chất: Paracetamol 150mg.

Tá dược: Acid citric khan, manitol, đường trắng, aspartam, natri hydrocarbonat, PVP K30, màu sunset yellow, bột hương cam vừa đủ 1 gói.","Hạ sốt, giảm đau cho trẻ trong các trường hợp: cảm, cúm, sốt xuất huyết, nhiễm khuẩn, nhiễm siêu vi, mọc răng, sau khi tiêm chủng, sau phẫu thuật,…","Hòa tan thuốc vào lượng nước (thích hợp cho bé) đến khi sủi hết bọt.

Cách mỗi 6 giờ uống một lần, không quá 5 lần/ngày.

Liều uống: trung bình từ 10 -15mg/kg thể trọng/lần.

Tổng liều tối đa không quá 60mg/kg thể trọng/24 giờ.

Hoặc theo phân liều sau:

Trẻ em từ 1 đến 3 tuổi: uống 1 gói/lần.

Hoặc theo chỉ dẫn của Thầy thuốc.

Lưu ý: Không nên kéo dài việc tự sử dụng thuốc cho trẻ mà cần có ý kiến bác sĩ khi:

- Có triệu chứng mới xuất hiện.

- Sốt cao (39.5°C) và kéo dài hơn 3 ngày hoặc tái phát.

- Đau nhiều và kéo dài hơn 5 ngày."
,"Hapacol 325 giảm đau, hạ sốt (10 vỉ x 10 viên)","Hoạt chất: Paracetamol 325mg.

Tá dược: Tinh bột biến tính, tinh bột mì, PVP K30, natri benzoat, sodium starch glycolat, magnesi stearat, talc, aerosil, màu cam E110, bột hương cam.","Điều trị các triệu chứng đau trong các trường hợp: đau đầu, đau nửa đầu, đau răng, đau nhức do cảm cúm, đau họng, đau nhức cơ xương, đau do viêm khớp, đau sau khi tiêm ngừa hay nhổ răng.

- Hạ sốt ở bệnh nhân bị cảm hay những bệnh có liên quan đến sốt.","Cách mỗi 6 giờ uống một lần.

Trẻ em từ 6 đến 12 tuổi: uống 1 viên/lần.

Người lớn và trẻ em trên 12 tuổi: uống 1 1/2 viên/lần.

Hoặc theo chỉ dẫn của Thầy thuốc.

Lưu ý:

* Liều tối đa/24 giờ:

- Đối với trẻ em: uống không quá 5 lần/ngày.

* Không nên kéo dài việc tự sử dụng thuốc mà cần có ý kiến bác sĩ khi:

- Có triệu chứng mới xuất hiện.

- Sốt cao (39,5°C) và kéo dài hơn 3 ngày hoặc tái phát.

- Đau nhiều và kéo dài hơn 5 ngày."
,"Paralmax Extra giảm đau, hạ sốt (15 vỉ x 12 viên)","Mỗi viên nén bao phim chứa:

Hoạt chất: Paracetamol 500mg, Cafein 65mg.

Tá dược: Avicel, Prejel, Kollidon K30, Primellose, magnesi stearat, HPMC 615, HPMC 606, PEG 6000, Titan dioxyd vừa đủ một viên nén bao phim.",Thuốc có tác dụng giảm đau nhẹ đến trung bình và hạ sốt.,"Cách dùng:

- PARALMAX EXTRA được dùng bằng đường uống, uống thuốc với một cốc nước đầy.

- Có thể dùng cùng hay không cùng với bữa ăn đều được. Thời gian cách nhau giữa 2 lần dùng thuốc từ 4 đến 6 giờ.

- Không được dùng paracetamol để tự điều trị giảm đau quá 10 ngày ở người lớn, trừ khi do thầy thuốc hướng dẫn, vì đau nhiều và kéo dài như vậy có thể là dấu hiệu của một tình trạng bệnh lý cần thầy thuốc chẩn đoán và điều trị.

- Không dùng paracetamol cho người bệnh sốt cao trên 39,5°C, sốt kéo dài trên 3 ngày hoặc sốt tái phát, trừ khi do thầy thuốc hướng dẫn, vì sốt có thể là dấu hiệu của bệnh nặng, sử dụng các thuốc hạ sốt có thể che lấp tình trạng bệnh của người bệnh.

Liều dùng:

Người lớn và trẻ em trên 12 tuổi: Mỗi lần uống 1 - 2 viên, ngày uống 2 - 3 lần, không quá 8 viên/ngày."
,"Hapacol 650 giảm đau, hạ sốt (10 vỉ x 5 viên)","Hoạt chất: Paracetamol 650mg.

Tá dược vừa đủ 1 viên: Tinh bột mì, tinh bột biến tính, magnesi stearat, sodium starch glycolat, talc, aerosil, bột hương dâu, PVP K30, natri benzoat.","Điều trị các triệu chứng đau trong các trường hợp: đau đầu, đau nửa đầu, đau răng, đau nhức do cảm cúm, đau họng, đau nhức cơ xương, đau do viêm khớp, đau sau khi tiêm ngừa hay nhổ răng...

Hạ sốt ở bệnh nhân bị cảm hay những bệnh có liên quan đến sốt.","Khoảng cách giữa 2 lần uống phải hơn 4 giờ và không uống quá 6 viên/ngày. Người lớn và trẻ em > 12 tuổi: uống 1 viên/lần.

Không tự ý dùng thuốc quá 3 ngày để giảm sốt hoặc quá 10 ngày để giảm đau.

Hoặc theo chỉ dẫn của Thầy thuốc.

Lưu ý:

* Liều tối đa/24 giờ: không quá 4g, khoảng cách giữa 2 lần uống thuốc phải hơn 4 giờ.

* Không nên kéo dài việc tự sử dụng thuốc mà cần có ý kiến bác sĩ khi:

- Có triệu chứng mới xuất hiện.

- Sốt cao (39,5°C) và kéo dài hơn 3 ngày hoặc tái phát.

- Đau nhiều và kéo dài hơn 5 ngày."
,"Panadol Extra With Optizorb giảm đau, hạ sốt (12 vỉ x 10 viên)","Mỗi viên nén bao phim chứa:

Hoạt chất: Paracetamol: 500mg, Caffeine: 65mg.

Tá dược: Starch pregelatinized, Povidone, Calcium carbonate, Crospovidone, Sodium methyl parahydroxybenzoate (E219), Sodium ethyl parahydroxybenzoate (E215) và Sodium propyl parahydroxybenzoate (E217), Alginic acid, Magnesium stearate, Opadry white YS-1-7003, Carnauba wax.","Panadol Extra with Optizorb chứa paracetamol là một chất hạ sốt, giảm đau và caffeine là một chất tăng cường tác dụng giảm đau của paracetamol. Panadol Extra with Optizorb có hiệu quả trong: Điều trị đau nhẹ đến vừa và hạ sốt bao gồm:

Đau đầu, đau nửa đầu, đau cơ, đau bụng kinh, đau họng, đau cơ xương, sốt và đau sau khi tiêm vắc xin, đau sau khi nhổ răng hoặc sau các thủ thuật nha khoa, đau răng, đau do viêm xương khớp.","Người lớn (kể cả người cao tuổi) và trẻ em từ 12 tuổi trở lên: Chỉ dùng đường uống.

Nên dùng 500mg paracetamol/65mg caffeine đến 1000mg paracetamol/130mg caffeine (1 hoặc 2 viên) mỗi 4 đến 6 giờ nếu cần. Liều tối đa hàng ngày: 4000mg/520mg (paracetamol/caffeine). Không dùng quá liều chỉ định. Nên sử dụng liều thấp nhất cần thiết để có hiệu quả điều trị. Thời gian tối thiểu dùng liều lặp lại: 4 giờ.

Trẻ em dưới 12 tuổi: không khuyến nghị dùng thuốc này cho trẻ em dưới 12 tuổi."
,"Hapacol 650 giảm đau, hạ sốt (10 vỉ x 10 viên)","Thành phần hoạt chất: Paracetamol 650mg.

Thành phần tá dược: Tinh bột mì, tinh bột biến tính, magnesi stearat, sodium starch glycolat, talc, aerosil, bột hương dâu, PVP K30, natri benzoat.","Hapacol 650 chỉ định trong:

- Điều trị các triệu chứng đau trong các trường hợp: đau đầu, đau nửa đầu, đau răng, đau nhức do cảm cúm, đau họng, đau nhức cơ xương, đau do viêm khớp, đau sau khi tiêm ngừa hay nhổ răng.

- Hạ sốt ở bệnh nhân bị cảm hay những bệnh có liên quan đến sốt.","Khoảng cách giữa 2 lần uống phải hơn 4 giờ và không uống quá 6 viên/ngày.

Người lớn và trẻ em >12 tuổi: uống 1 viên/lần.

Không tự ý dùng thuốc quá 3 ngày để giảm sốt hoặc quá 10 ngày để giảm dau.

Hoặc theo chỉ dẫn của thầy thuốc.

Lưu ý:

* Liều tối đa/24 giờ: không quá 4g, khoảng cách giữa 2 lần uống thuốc phải hơn 4 giờ.

* Không nên kéo dài việc tự sử dụng thuốc mà cần có ý kiến bác sĩ khi:

- Có triệu chứng mới xuất hiện.

- Sốt cao (39,5°C) và kéo dài hơn 3 ngày hoặc tái phát.

- Đau nhiều và kéo dài hơn 5 ngày.

Hoặc theo chỉ dẫn của thầy thuốc."
,"Glotadol 325mg giảm đau, hạ sốt lọ 200 viên",Hoạt chất: Paracetamol 325mg.,"Hạ sốt.

Làm giảm các cơn đau từ nhẹ đến vừa như đau đầu và đau cơ thông thường, đau nhức do cảm cúm hay cảm lạnh, đau lưng, đau răng, đau do viêm khớp nhẹ và đau do hành kinh.","Người lớn và trẻ em trên 12 tuổi: uống 2 viên/lần, khoảng cách giữa các lần uống thuốc từ 4 - 6 giờ, không quá 12 viên/ngày.

Trẻ em từ 6 đến 12 tuổi: uống 1 viên/lần, khoảng cách giữa các lần uống thuốc từ 4 - 6 giờ, không quá 6 viên/ngày."
,"Bột sủi Hapacol 80 giảm đau, hạ sốt cho trẻ (24 gói x 1.5g)","Hoạt chất: Paracetamol: 80mg.

- Tá dược vừa đủ 1 gói (Manitol, acid citric khan, aspartam, đường trắng, natri hydrocarbonat, PVP K30, bột hương cam).","Hạ sốt, giảm đau cho trẻ trong các trường hợp: cảm, cúm, sốt xuất huyết, nhiễm khuẩn, nhiễm siêu vi, mọc răng, sau khi tiêm chủng, sau phẫu thuật.","Hòa tan thuốc vào lượng nước (thích hợp cho bé) đến khi sủi hết bọt.

Cách mỗi 6 giờ uống một lần, không quá 5 lần/ ngày.

Liều uống: trung bình từ 10 - 15mg/kg thể trọng/lần.

Tổng liều tối đa không quá 60mg/kg thể trọng/24 giờ.

Hoặc theo phân liều sau:

Trẻ em từ 0 đến 3 tháng tuổi: uống 1/2 gói/ lần.

Trẻ em từ 4 đến 11 tháng tuổi: uống 1 gói/lần.

Hoặc theo chỉ dẫn của Thầy thuốc.

Lưu ý: Không nên kéo dài việc tự sử dụng thuốc cho trẻ mà cần có ý kiến bác sĩ khi:

- Có triệu chứng mới xuất hiện.

- Sốt cao (39.5°C) và kéo dài hơn 3 ngày hoặc tái phát.

- Đau nhiều và kéo dài hơn 5 ngày."
,"Thuốc cốm Agimol 325 giảm đau, hạ sốt (30 gói x 1.6g)","Mỗi gói Agimol 325 chứa:

Paracetamol 325mg.

Tá dược: Acid benzoic, Aspartam, Đường trắng, Bột hương dâu, Phẩm màu Sunset yellow lake.","Hạ sốt và giảm đau trong các trường hợp:

Nóng sốt, cảm lạnh, cảm cúm.

Nhức đầu, đau họng, đau răng, mọc răng và nhổ răng.","Thuốc dùng đường uống, thuốc được hòa tan với một ít nước trước khi dùng.

Không được dùng paracetamol để tự điều trị giảm đau quá 10 ngày ở người lớn, quá 5 ngày ở trẻ em hoặc tự điều trị sốt cao (trên 39,5°C), sốt kéo dài trên 3 ngày, sốt tái phát, trừ khi do thầy thuốc hướng dẫn."
,"Paracetamol Khahopharma 500mg giảm đau, hạ sốt (10 vỉ x 10 viên)","Mỗi viên nén chứa:

Thành phần dược chất: Paracetamol: 500mg.

Thành phần tá dược: Avicel PHI 01, Tinh bột sắn, Natri starch glycolat, Talc, Magnesi stearat.","Điều trị hạ sốt và giảm đau từ nhẹ đến vừa.

Giảm đau:

Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa. Thuốc có hiệu quả nhất là làm giảm đau cường độ thấp có nguồn gốc không phải nội tạng.

Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt.

Hạ sốt:

Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt do mọi nguyên nhân nhưng không làm giảm thân nhiệt ở người bình thường. Tuy vậy, liệu pháp hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản, và có thể che lấp tình trạng bệnh của người bệnh.","Cách dùng:

Dùng theo đường uống. Không được dùng paracetamol để tự điều trị giảm đau quá 10 ngày ở người lớn hoặc quá 5 ngày ở trẻ em, trừ khi do thầy thuốc hướng dẫn.

Không dùng paracetamol cho người lớn và trẻ em để tự điều trị sốt cao (trên 39,5°C), sốt kéo dài trên 3 ngày, hoặc sốt tái phát, trừ khi do thấy thuốc hướng dẫn."
,"Hapacol Pain giảm đau, hạ sốt từ nhẹ đến trung bình (10 vỉ x 10 viên)","Hoạt chất: Paracetamol 500mg, Ibuprofen 200mg.

Tá dược: Lactose monohydrate, microcrystalline cellulose M101, sodium starch glycolate, aerosil, talc, magnesi stearate, PVP K30, màu cam E110, màu erythrosin lake vừa đủ 1 viên.","Giảm các cơn đau nhẹ đến trung bình trong các trường hợp như: đau nửa đầu, nhức đầu, đau lưng, đau bụng kinh, đau răng, thấp khớp, đau cơ, đau khớp nhẹ, và các triệu chứng cảm cúm, viêm họng, sốt. Sản phẩm này đặc biệt thích hợp cho các chứng đau đòi hỏi phải dùng thuốc giảm đau mạnh hơn sử dụng ibuprofen hoặc paracetamol đơn độc.","Uống thuốc sau bữa ăn.

Người lớn: uống 1 viên x 2 - 3 lần/ngày.

Nếu cần thiết có thể uống 2 viên x 3 lần/ngày.

Khoảng cách giữa 2 lần dùng thuốc ít nhất là 6 giờ, không uống quá 6 viên/ngày.

Không nên dùng thuốc này quá 3 ngày. Nếu triệu chứng không hết hay nặng hơn cần đến gặp bác sĩ khám bệnh.

Hoặc theo chỉ dẫn của thầy thuốc."
,"Paracetamol Choay 500mg hạ sốt, giảm đau từ nhẹ đến vừa (10 vỉ x 10 viên)","Hoạt chất: Paracetamol 500 mg.

Tá dược: Maize starch, colloidal anhydrous silica, nipagin, nipasol, gelatin, sodium lauril sulfate, talc, magnesium stearate.",Paracetamol Choay 500mg điều trị triệu chứng đau từ nhẹ đến vừa và/hoặc các tình trạng sốt.,"Dạng bào chế này chỉ dùng cho người lớn và trẻ em cân nặng trên 25kg (khoảng 8 tuổi)

Người lớn và trẻ em cân nặng trên 50 kg (tức khoảng 15 tuổi trở lên);

Liều thường dùng là một đến hai viên 500 mg uống mỗi lần, nếu cần có thể uống lặp lại sau ít nhất là 4 giờ.

Nói chung, không cần thiết dùng hơn 3 g paracetamol (tức 6 viên) mỗi ngày. Tuy nhiên, trong trường hợp đau nặng, và theo lời khuyên bác sĩ của bạn, tổng liều có thể tăng đến 4g paracetamol (tức 8 viên) mỗi ngày.

Tuy nhiên:

- Liều paracetamol cao hơn 3 g/ngày cần có ý kiến của bác sĩ.

- Không bao giờ được dùng hơn 4 g paracetamol mỗi ngày (tính trên tất cả các thuốc có chứa paracetamol). Khoảng cách tối thiểu giữa hai lần uống là 4 giờ.

Trên trẻ em: liều dùng paracetamol phụ thuộc vào cân nặng của trẻ; tuổi chỉ để tham khảo; và cần dùng dạng thuốc thích hợp hơn.

Liều khuyên dùng mỗi ngày của paracetamol vào khoảng 60 mg/kg/ngày, chia uống trong 4 hoặc 6 lần, tức khoảng 15 mg/kg mỗi 6 giờ hoặc 10 mg/kg mỗi 4 giờ.

Đối với trẻ em cân nặng từ 27 đến 40 kg: (khoảng 8 đến 13 tuổi): liều dùng là mỗi lần uống một viên 500 mg, nếu cần có thể lặp lại mỗi 6 giờ, nhưng không quá 4 viên mỗi ngày.

Đối với trẻ em cân nặng từ 41 đến 50 kg: (khoảng 12 đến 15 tuổi); liều dùng là mỗi lần uống một viên 500 mg, nếu cần có thể lặp lại mỗi 4 giờ, nhưng không quá 6 viên mỗi ngày.

Số lần uống thuốc

Uống thuốc theo một lịch trình đều đặn có thể tránh được sự dao động của triệu chứng đau hoặc sốt.

Khoảng thời gian giữa hai lần uống thuốc:

- Trẻ em phải được cho uống thuốc đều đặn, kể cả ban đêm, và tốt nhất là cách nhau 6 giờ, hoặc tối thiểu là 4 giờ;

- Người lớn phải uống các liều thuốc cách nhau tối thiểu là 4 giờ.

Trường hợp suy chức năng thận

Khi bị suy thận nặng (độ thanh thải creatinine dưới 10 ml/phút), khoảng cách giữa hai lần uống thuốc phải là 8 giờ, và ít nhất cũng là 4 giờ. Liều lượng paracetamol không thể vượt quá 3 g (tức 6 viên) mỗi ngày."
,"Viên sủi Effer-Paralmax 325 giảm đau, hạ sốt từ nhẹ đến vừa (5 vỉ x 4 viên)","Hoạt chất: Paracetamol 325 mg.

Tá dược: Acid citric, natri hydrocarbonat, aspartam, povidon K30, natri saccharin, natri carbonat khan, natri benzoat, PEG 6000, màu vàng số 6, mùi cam.",Điều trị triệu chứng đau và hạ sốt từ nhẹ đến vừa.,"Effer-Paralmax 325 dùng bằng đường uống, cho viên vào trong nước, uống sau khi sủi bọt hoàn toàn."
,"Hapacol 650 Extra giảm đau, hạ sốt (10 vỉ x 10 viên)","Paracetamol 650mg.

Cafein 65mg.

Tá dược vừa đủ 1 viên.

(Tinh bột biến tính, avicel, tinh bột mì, sodium starch glycolat, màu erythrosin lake, talc, magnesi stearat, PVP K30, aerosil, nipagin).","Làm giảm đau trong các cơn đau như: đau đầu, đau nửa đầu, đau họng, đau bụng kinh, đau sau nhổ răng hoặc các thủ thuật nha khoa, đau răng, đau nhức cơ, gân, đau do chấn thương, đau do viêm khớp, viêm xoang, đau nhức do cảm lạnh, cảm cúm.","Người lớn và trẻ em trên 12 tuổi: uống 1 viên x 3 - 4 lần/ngày. Khoảng cách giữa hai lần uống từ 4 - 6 giờ. Không uống quá 6 viên/ngày.

Trường hợp bệnh nhân suy thận nặng (độ thanh thải creatinin < 10 ml/phút), khoảng cách giữa các liều uống phải ít nhất là 8 giờ.

Hoặc theo chỉ dẫn của Thầy thuốc.

Đọc kỹ hướng dẫn sử dụng trước khi dùng."
,"Viên đặt trực tràng Efferalgan 150mg giúp giảm đau, hạ sốt (2 vỉ x 5 viên)","Paracetamol 150mg.

Tá dược: mỡ no vừa đủ cho một viên.",Thuốc được dùng để làm giảm đau từ nhẹ đến vừa và hạ sốt. Điều trị cho trẻ em cân nặng từ 10-15 kg.,"Dùng đường trực tràng.

Nếu trẻ sốt trên 38,5°C, hãy làm những bước sau đây để tăng hiệu quả của việc dùng thuốc:

- Cởi bỏ bớt quần áo của trẻ.

- Cho trẻ uống thêm chất lỏng.

- Không để trẻ ở nơi quá nóng.

- Nếu cần, tắm cho trẻ bằng nước ấm, có nhiệt độ thấp hơn 2°C so với thân nhiệt của trẻ."
